20/01/2019,2:09 pm,Messages and calls are end-to-end encrypted. No one outside of this chat,not even WhatsApp,can read or listen to them. Tap to learn more.
20/01/2019,2:09 pm,You created group "Kya mile? "
06/02/2021,11:01 pm,Tosiba,sticker.ly krkr
06/02/2021,11:01 pm,Anurag,K.
06/02/2021,11:02 pm,Gotiya,bhsdk ittaa rude reply
06/02/2021,11:02 pm,Gotiya,<Media omitted>
06/02/2021,11:02 pm,Anurag,Mujhe bus yhi vala ata h tabhi pucha maine rude Kahan se ho gya m.
06/02/2021,11:03 pm,Anurag,<Media omitted>
06/02/2021,11:04 pm,Anurag,Atleast,I'm not bullying u.
06/02/2021,11:04 pm,Anurag,😂😂
06/02/2021,11:23 pm,Gotiya,oyeee mein bully krta hu bss
06/02/2021,11:23 pm,Gotiya,😂😂
06/02/2021,11:26 pm,Anurag,😂😂
06/02/2021,11:27 pm,Anurag,Robin ki gaand sulag jayegi
06/02/2021,11:27 pm,Anurag,😂
06/02/2021,11:28 pm,Gotiya,<Media omitted>
06/02/2021,11:28 pm,Tosiba,😂😂😂
06/02/2021,11:29 pm,Tosiba,<Media omitted>
06/02/2021,11:29 pm,Gotiya,<Media omitted>
06/02/2021,11:57 pm,Anurag,https://youtu.be/9GZqCaTNZOY
07/02/2021,12:03 am,Anurag,Lol.
07/02/2021,12:09 am,RED,<Media omitted>
07/02/2021,12:09 am,RED,Iska tho muh band krao
07/02/2021,12:09 am,RED,😂😂
07/02/2021,12:14 am,RED,Big boss mujhe hurt ho rha h big boss
07/02/2021,12:18 am,Gotiya,bigg boss iske chutadd laal kro bigg boss
07/02/2021,12:19 am,RED,@917503478845 dekha h vala scene
07/02/2021,12:19 am,RED,Big boss mujhe hurt ho rha h bigboss
07/02/2021,2:09 am,Gotiya,klka scene krna h kch??
07/02/2021,2:09 am,Gotiya,@917503478845 @919205900612 @919650713357
07/02/2021,8:17 am,Tosiba,pkka ni keh skta
07/02/2021,10:48 am,Anurag,Bhai ke haal chaal kabhi mat pucho ...4 din se bed rest pe hihu. Office bhi nhi ja rha. Tabyat sahi nhi h.
07/02/2021,10:51 am,RED,Muth km mara kr fir bhosdike
07/02/2021,10:52 am,Anurag,4 din se to nhi maari
07/02/2021,10:52 am,Anurag,😂
07/02/2021,10:53 am,RED,Ni mari tabhi bed pe h lode
07/02/2021,10:53 am,RED,Fir
07/02/2021,10:53 am,RED,Mar
07/02/2021,10:53 am,RED,Tera sb kuch connection muth se h
07/02/2021,2:14 pm,Gotiya,<Media omitted>
07/02/2021,2:20 pm,RED,@919650713357 dekha tune joshimath ka project destroy
07/02/2021,2:20 pm,RED,Bc kitna ganda hua bhai
07/02/2021,2:22 pm,RED,https://www.youtube.com/watch?v=Kq08ciGD_fY
07/02/2021,2:23 pm,RED,https://www.youtube.com/watch?v=ANLjtU-O73Q
07/02/2021,2:23 pm,RED,Call vall lagne rhe h
07/02/2021,2:23 pm,RED,Sare gadwal m
07/02/2021,2:29 pm,Gotiya,ky h yeh bhai??
07/02/2021,2:29 pm,RED,Abe power project ban rha tha
07/02/2021,2:29 pm,RED,Khi upar glacier burts ho gya
07/02/2021,2:29 pm,RED,So water flow bhot tez aya
07/02/2021,2:29 pm,RED,Tut gya
07/02/2021,2:29 pm,Tosiba,<Media omitted>
07/02/2021,2:30 pm,RED,Ab flow tez h
07/02/2021,2:30 pm,RED,Ab sochle kedarnath 2013
07/02/2021,2:30 pm,RED,Mai jo flow hua tha
07/02/2021,2:31 pm,Gotiya,fuck
07/02/2021,2:31 pm,RED,😅 Bhot scaey h bhai
07/02/2021,2:32 pm,RED,https://www.youtube.com/watch?v=Vpx-Wxm5jUc
07/02/2021,2:32 pm,RED,agge sab khali kra rhe h
07/02/2021,2:32 pm,Anurag,Abhi bahar hu dekhta hu aakr
07/02/2021,2:32 pm,RED,Tu bimar h na? Muth mar
07/02/2021,2:33 pm,Anurag,Bhosdike dhup sek rha hu.. leta hu hu
07/02/2021,2:33 pm,RED,Sun bath
07/02/2021,2:33 pm,RED,<Media omitted>
07/02/2021,2:33 pm,RED,Loda asman m krke
07/02/2021,3:31 pm,Anurag,Sahi vahan vitamin d nhi jata.. maine alg se cream li h vitamin d & e bharpur.
07/02/2021,4:13 pm,RED,Wah
07/02/2021,4:13 pm,RED,Lotion laga rha h
07/02/2021,4:13 pm,RED,Luanda
07/02/2021,4:13 pm,RED,😂😂
08/02/2021,12:42 am,Tosiba,loda sekna bhi zaroori h
13/02/2021,1:45 am,Tosiba,kal ya parso jana h kya kahi?
13/02/2021,1:46 am,Gotiya,i am free.. @919650713357 @919205900612 apna bta do
13/02/2021,2:04 am,RED,M tho free hun
13/02/2021,2:04 am,RED,You deleted this message
13/02/2021,3:32 am,Anurag,Bhai yaar tabyat kharab ho rkhi h yaar.
13/02/2021,3:45 am,RED,Kya ho gya
13/02/2021,3:45 am,RED,Tennu
13/02/2021,3:45 am,Anurag,Kal jaunga doctor pe..
13/02/2021,3:46 am,Anurag,Bhai neend nhi arhi 1 hafte se .. body pain ho rha h.. or raat ko saans nhi le pa rha m.
13/02/2021,3:46 am,Anurag,Cervical pain bhi h neck m.
13/02/2021,9:03 am,Tosiba,arey bhai tu bahar chal
13/02/2021,9:03 am,Tosiba,sab theek ho jayega
13/02/2021,9:03 am,Tosiba,body pain sab gayab
13/02/2021,9:37 am,Anurag,😂😂 meri gaand maar lo bhsdk. Bahar kyu Manali hi chal leta hu na,pichli baar ki tareh.
13/02/2021,10:34 am,RED,Theek ho gya tha na tu
13/02/2021,10:34 am,RED,Tab
13/02/2021,10:34 am,RED,Manali chlke 😂😂
13/02/2021,6:57 pm,Tosiba,bhai kal chalna h
13/02/2021,6:57 pm,Tosiba,chahe anu ki gand fat jaye
13/02/2021,6:57 pm,Tosiba,kal chlenge bc
13/02/2021,6:57 pm,Tosiba,jana kaha h vo decide krlo bas
13/02/2021,7:00 pm,Gotiya,dekhlo jsa b ho
13/02/2021,7:00 pm,Gotiya,msg kr dena yahi
13/02/2021,7:01 pm,Tosiba,jana to hai bhai
13/02/2021,7:01 pm,Tosiba,3bje niklte g
13/02/2021,7:01 pm,Tosiba,hai
13/02/2021,7:01 pm,Tosiba,anurag tu ayega bc
13/02/2021,7:01 pm,Tosiba,chahe gand fatt jaye
13/02/2021,7:02 pm,Anurag,Corona test h kl 2 bje usse pehle krlo
13/02/2021,7:02 pm,Tosiba,chhor bc test kya krvana
13/02/2021,7:02 pm,Tosiba,kuch ni h
13/02/2021,7:02 pm,Tosiba,aja tu
13/02/2021,7:03 pm,Anurag,800 rs. Dediye h..
13/02/2021,7:03 pm,Anurag,Krva hi leta hu.
13/02/2021,7:03 pm,Tosiba,faltu me krva rha h tu
13/02/2021,7:04 pm,Anurag,Bhai saans lene m problem ho rhi h
13/02/2021,7:04 pm,Tosiba,bhai tu muthi chhor de pehle to
13/02/2021,7:04 pm,Anurag,3 din se nhimaari
13/02/2021,7:05 pm,Tosiba,waah
13/02/2021,7:05 pm,Tosiba,3 din to kuch bhi nhi hote bhai
13/02/2021,7:05 pm,Tosiba,3 mahine mat maar
13/02/2021,7:05 pm,Anurag,Bhai turehne de pehle khudkr fir bolio
13/02/2021,7:06 pm,Tosiba,2 mahine se nhi maari mene😏
13/02/2021,7:06 pm,Tosiba,🙂
13/02/2021,7:06 pm,Anurag,🙄bc.
13/02/2021,7:06 pm,Tosiba,😌
13/02/2021,7:07 pm,Tosiba,haa bhai
13/02/2021,7:07 pm,Tosiba,2 mahine
13/02/2021,7:07 pm,Anurag,Yeh launde mauj Mardi mauj Mardi - meme
13/02/2021,7:07 pm,Anurag,😂😂😂
13/02/2021,7:07 pm,Tosiba,😂😂😂😂
13/02/2021,7:07 pm,Tosiba,bhai muthi chhor de
13/02/2021,7:08 pm,Anurag,Mutthi se kahan kuch hota h
13/02/2021,7:08 pm,Anurag,YouTube pe dekha h maine
13/02/2021,7:09 pm,Tosiba,bhai hota h
13/02/2021,7:09 pm,Tosiba,youtube pe chutiya bnate h
13/02/2021,7:09 pm,Tosiba,kamzori to aati hi h
13/02/2021,7:10 pm,Anurag,Chup bhsdk.. practice makes a man perfect
13/02/2021,7:10 pm,Tosiba,bc kabse practice chal rhi h
13/02/2021,7:10 pm,Tosiba,😂😂
13/02/2021,7:11 pm,Tosiba,9th class se
13/02/2021,7:11 pm,Tosiba,7-8 saal practice
13/02/2021,7:11 pm,Tosiba,practice zyada krne se injured bhi ho jate h
13/02/2021,7:11 pm,Anurag,😂 ab to sins ki bhi gand mrdunga
13/02/2021,7:14 pm,Gotiya,ohh bhai corona ka test 2 ghamte mei mil jaata h
13/02/2021,7:14 pm,Gotiya,result*
13/02/2021,7:17 pm,RED,Stamina kam ho gya h iska
13/02/2021,7:18 pm,RED,Rapid
13/02/2021,7:19 pm,Gotiya,nhi bhai
13/02/2021,7:20 pm,Gotiya,rtpcr ki baat krra hu
13/02/2021,7:46 pm,RED,Vo correct ni hota
13/02/2021,7:46 pm,RED,Mere cousin ne kraya no symptoms
13/02/2021,7:46 pm,RED,Tha
13/02/2021,7:46 pm,RED,Par positive dikhaya
13/02/2021,7:46 pm,RED,Jab bhaiya delhi aye tho negative
13/02/2021,8:10 pm,Gotiya,rtpcr se accurate konsa test hora h abi???
13/02/2021,8:51 pm,RED,Rtpcr he h abhi accurate
13/02/2021,8:51 pm,Gotiya,toh usi ki baat krra hu
13/02/2021,8:51 pm,RED,Cool
13/02/2021,8:52 pm,RED,Shayad annu ne vhi ke pese die honge
13/02/2021,8:52 pm,RED,Mujhe tho ni lagta isse corona h
13/02/2021,8:52 pm,RED,Isko kmjori hogi
13/02/2021,8:52 pm,RED,😅
13/02/2021,8:53 pm,Gotiya,possibly😂
13/02/2021,8:54 pm,RED,😅😅 Doctor bolega kaho peeyo Doctor ko kya pata ye apne hath se exercise krta h
13/02/2021,9:05 pm,Anurag,Bhai mutthi sab marte h yaar.aise mat bol.. mere laude ko nazar lg gyi h tumhari.
13/02/2021,9:10 pm,Gotiya,marte sb h saale but ittii ni
14/02/2021,3:23 pm,Gotiya,ky scene h?
14/02/2021,3:58 pm,Tosiba,bbai
14/02/2021,3:58 pm,Tosiba,chalna h to chal lo
14/02/2021,3:58 pm,Tosiba,me ready hu
14/02/2021,4:03 pm,RED,M also
14/02/2021,4:06 pm,Gotiya,bta dena agr ho
14/02/2021,5:02 pm,Anurag,Bhai tabyat sahi nhi h.. yaar.
14/02/2021,6:03 pm,Tosiba,bhai pawri krni h
14/02/2021,6:03 pm,Tosiba,chlo yr
14/02/2021,6:04 pm,RED,Pawri?
14/02/2021,6:05 pm,Tosiba,bhsdk
14/02/2021,6:06 pm,Tosiba,https://youtu.be/jEJI6Nf1aWU
14/02/2021,6:07 pm,RED,🙄
14/02/2021,6:07 pm,RED,<Media omitted>
14/02/2021,6:07 pm,Gotiya,<Media omitted>
14/02/2021,6:08 pm,Gotiya,rolls khane chlra h koi???
14/02/2021,6:08 pm,RED,Chal aja
14/02/2021,6:08 pm,RED,7 baje mil le
14/02/2021,6:08 pm,Tosiba,<Media omitted>
14/02/2021,6:08 pm,RED,Bc mai wait nai krta
14/02/2021,6:08 pm,RED,Ana h ana h
14/02/2021,6:09 pm,RED,Abe an h tho aao
14/02/2021,6:09 pm,Gotiya,7 bje done
14/02/2021,6:09 pm,Gotiya,abi mere ghr koi ni h
14/02/2021,6:09 pm,Gotiya,kaam chalra h
14/02/2021,6:09 pm,Gotiya,<Media omitted>
14/02/2021,6:09 pm,Tosiba,abey anu k bina
14/02/2021,6:09 pm,RED,Tho kr call
14/02/2021,6:09 pm,RED,😂
14/02/2021,6:09 pm,RED,Bola usne bimar h
14/02/2021,6:09 pm,RED,Vo
14/02/2021,6:09 pm,Tosiba,mere ghr bhi kaam chlra h
14/02/2021,6:09 pm,RED,Nai a sakta
14/02/2021,6:10 pm,RED,Tho gand mai nai h ane ka guda?
14/02/2021,6:10 pm,RED,Tho maidan mai kahe kuda?
14/02/2021,6:10 pm,Gotiya,robin 7 bje chalte h hum
14/02/2021,6:10 pm,RED,Lets go mate
14/02/2021,6:10 pm,RED,Ajana
14/02/2021,6:10 pm,RED,Shani market mil lunga
14/02/2021,6:10 pm,RED,Ya adhe raste
14/02/2021,6:10 pm,Gotiya,bss dua kr ghr mei aa jaye koi tb tk
14/02/2021,6:10 pm,RED,Dua nai krta mai
14/02/2021,6:11 pm,Tosiba,<Media omitted>
14/02/2021,6:11 pm,RED,Kyuki jo bheji thi dua vo jake asman
14/02/2021,6:11 pm,RED,Baki tumhe pata h
14/02/2021,6:12 pm,RED,<Media omitted>
14/02/2021,6:24 pm,Tosiba,<Media omitted>
14/02/2021,6:26 pm,RED,<Media omitted>
14/02/2021,7:01 pm,RED,Are ho ya nai?
14/02/2021,7:02 pm,Gotiya,no one at home
14/02/2021,7:02 pm,Gotiya,<Media omitted>
14/02/2021,7:03 pm,RED,<Media omitted>
16/02/2021,6:10 pm,Gotiya,@919650713357 @919205900612 gadwali h ky??
16/02/2021,6:10 pm,Gotiya,<Media omitted>
16/02/2021,6:26 pm,Anurag,<Media omitted>
16/02/2021,8:29 pm,RED,pura 8 10 second kr leta tho btata
16/02/2021,8:29 pm,RED,rhythm kya bj rha h dol m
16/02/2021,8:29 pm,RED,dhol m
16/02/2021,8:38 pm,Gotiya,gadwali h wse??
16/02/2021,8:53 pm,RED,Shayd kumaoni gadwali b ho sakta h
16/02/2021,8:53 pm,RED,Aur himachli b
16/02/2021,8:53 pm,Gotiya,ho skta h
16/02/2021,8:53 pm,Gotiya,mje mst lgra thaa yrr bhoooot
16/02/2021,8:54 pm,RED,Han gadwali mai
16/02/2021,8:54 pm,RED,Dhol dama search mar net pe
16/02/2021,8:54 pm,RED,Hamare yha
16/02/2021,8:54 pm,RED,Har function mai
16/02/2021,8:54 pm,RED,Ese circle
16/02/2021,8:54 pm,Anurag,Kuch bhi ......matalab kuch bhi
16/02/2021,8:54 pm,RED,Bna ke dance krte h
16/02/2021,8:54 pm,Anurag,Kahan se ate h ye log
16/02/2021,8:54 pm,RED,Khela paso song
16/02/2021,8:54 pm,Anurag,Kuch bhi.. matlab kuch bhi
16/02/2021,8:55 pm,Anurag,😂😂
16/02/2021,8:55 pm,Gotiya,bhai high h??
16/02/2021,8:55 pm,RED,Tujhe hamari video dikhaunga
16/02/2021,8:55 pm,RED,Cousins ki aur chacha logo ki
16/02/2021,8:55 pm,Gotiya,bhej
16/02/2021,8:55 pm,RED,😂😂
16/02/2021,8:55 pm,Gotiya,bhej bc abi
16/02/2021,8:55 pm,RED,Abhi cousin se mangna padega
16/02/2021,8:55 pm,Gotiya,bagpiper ky sexy sound krra thaa
16/02/2021,8:56 pm,Anurag,Robin himachali nepali uttarakhand rajasthani .. ye sab m aisa hi dance ho skta. Bina song sune tu nhi bol skta ki Kahan ka h.
16/02/2021,8:56 pm,Gotiya,song thaa hi ji
16/02/2021,8:56 pm,Gotiya,nii*
16/02/2021,8:56 pm,RED,Sir jitna maine d3ka h vhi bol rha hun
16/02/2021,8:56 pm,Gotiya,bss yehi paepaee lri jaare the
16/02/2021,8:56 pm,Gotiya,kri*
16/02/2021,8:56 pm,RED,3 dekhe h 3 ka bol rha hun
16/02/2021,8:56 pm,RED,Baki knowledge nai h
16/02/2021,8:57 pm,RED,Jiski knowledge nai h uske bare mai nai bol sakta bhai 😂
16/02/2021,8:57 pm,Anurag,Han to aise kaise btha de bhai video bhi 8 sec h..
16/02/2021,8:57 pm,RED,Mujhe punjabi ka idea nai h but halla bada hota h
16/02/2021,8:57 pm,Anurag,Pta hi nhi chl rha kuch
16/02/2021,8:57 pm,Gotiya,bc gupta toh 499 ka google home chamkara h
16/02/2021,8:57 pm,Gotiya,<Media omitted>
16/02/2021,8:57 pm,RED,Vhi tho bola bhai upar
16/02/2021,8:57 pm,RED,Rhythm sunni thi bhas
16/02/2021,8:57 pm,RED,Bade log
16/02/2021,8:57 pm,Anurag,Vaah
16/02/2021,8:57 pm,Gotiya,haan bhai
16/02/2021,8:58 pm,Gotiya,hum gareeb
16/02/2021,8:58 pm,Gotiya,<Media omitted>
16/02/2021,8:58 pm,RED,Ab puchega hey google what is thr time is the?
16/02/2021,8:58 pm,RED,Hey good what is time 😂😂
16/02/2021,8:58 pm,Anurag,Bhai ye to chutia h lekin😂😂 gareeb Kahan se?
16/02/2021,8:58 pm,RED,Hey google download gandi baat season 2
16/02/2021,8:58 pm,RED,Final epsode
16/02/2021,8:59 pm,RED,Isko b acchi job mil gai thi
16/02/2021,8:59 pm,RED,😂😂
16/02/2021,8:59 pm,RED,But sucide krke
16/02/2021,8:59 pm,RED,😂😂
16/02/2021,9:02 pm,Gotiya,😂😂
16/02/2021,9:02 pm,Gotiya,bc hume b whi krna h ky
16/02/2021,9:03 pm,RED,M kr dunga but 1st floor only and
16/02/2021,9:03 pm,RED,Draft phele banwaunga
16/02/2021,9:19 pm,Tosiba,<Media omitted>
16/02/2021,11:46 pm,RED,Sir sir sir
17/02/2021,12:13 am,Tosiba,bhai is sat ya Sunday to chal lo
17/02/2021,12:13 am,Tosiba,betichodo
17/02/2021,12:21 am,RED,Gand na fula gand fad dunga
17/02/2021,12:21 am,RED,Khud aya ni
17/02/2021,12:21 am,RED,Bhodike
17/02/2021,12:21 am,Tosiba,<Media omitted>
17/02/2021,12:21 am,RED,Last sunday
17/02/2021,12:21 am,Tosiba,end time pe plan cancel hua tha
17/02/2021,12:21 am,RED,Gand fula rha h
17/02/2021,12:22 am,RED,Tumse na ho payega
17/02/2021,12:23 am,Tosiba,<Media omitted>
17/02/2021,12:25 am,RED,Gand m ni h guda?
17/02/2021,12:25 am,Gotiya,sb randirona kro bc
17/02/2021,12:25 am,RED,Tho maidan m kahe khuda?
17/02/2021,12:25 am,RED,😂😂
17/02/2021,12:26 am,Tosiba,<Media omitted>
17/02/2021,12:45 am,RED,<Media omitted>
18/02/2021,12:09 am,RED,You deleted this message
18/02/2021,12:10 am,RED,<Media omitted>
18/02/2021,12:10 am,RED,Lucky log
18/02/2021,12:10 am,Gotiya,bekaar headphone h yeh
18/02/2021,12:10 am,RED,Vo samajh
18/02/2021,12:11 am,RED,Jo pic m h product ni
18/02/2021,12:11 am,Tosiba,bhai
18/02/2021,12:11 am,Tosiba,badiya h ye
18/02/2021,12:11 am,Tosiba,me 2 saal se use kr rha hu
18/02/2021,12:11 am,Tosiba,ek number h
18/02/2021,12:11 am,Gotiya,yrr yeh whi ni h jo phle phomes k sth free dete the??
18/02/2021,12:12 am,RED,<Media omitted>
18/02/2021,12:12 am,Tosiba,pta ni
18/02/2021,12:12 am,Tosiba,lekin hai mast ye
18/02/2021,12:12 am,Tosiba,muje 2 saal me kuch bhi problem ni hui
18/02/2021,12:12 am,Tosiba,sound quality aur bass quality bhi mast h
18/02/2021,12:12 am,Tosiba,2 saal baad bhi
18/02/2021,12:12 am,Gotiya,luxky you...mne kisike use kiye thee mje worth ni lge the
18/02/2021,12:13 am,RED,Lucky tho ye hai
18/02/2021,12:13 am,Tosiba,bhai me le aaunga
18/02/2021,12:13 am,RED,Hello google
18/02/2021,12:13 am,Tosiba,use krke dkh lena
18/02/2021,12:13 am,Tosiba,😂😂
18/02/2021,12:13 am,Tosiba,✌🏼✌🏼
18/02/2021,12:13 am,RED,Chai peelo
18/02/2021,12:13 am,Tosiba,500 me mil gta vo to
18/02/2021,12:13 am,RED,Madahar bhagat
18/02/2021,12:13 am,Tosiba,bhai is weekend pe plan bna lo
18/02/2021,12:13 am,RED,<Media omitted>
18/02/2021,12:14 am,RED,Han han milte h
18/02/2021,12:15 am,RED,Tu ye bta itna sasta coupon
18/02/2021,12:15 am,RED,Bc
18/02/2021,12:16 am,RED,15% 30%
18/02/2021,12:16 am,RED,Penchow seedha 80%
18/02/2021,12:38 am,Tosiba,<Media omitted>
18/02/2021,7:03 pm,Gotiya,pencho shweta ko dhundna h
18/02/2021,7:09 pm,RED,pencho nikal bike
18/02/2021,7:09 pm,RED,dhundte
18/02/2021,7:09 pm,RED,h
18/02/2021,7:11 pm,Gotiya,is weekend
18/02/2021,7:12 pm,RED,<Media omitted>
18/02/2021,7:52 pm,Anurag,Bhai yaar mujhe milwa do yaar 1 baar
18/02/2021,7:53 pm,Anurag,Uss ladke se dusri addict ladki ka no. Mil jaye bus...
18/02/2021,7:53 pm,Anurag,Meri life set h.
18/02/2021,7:54 pm,Gotiya,tu apni tbyt set kr phle bhsdo
18/02/2021,7:54 pm,Gotiya,bhsdk*
18/02/2021,7:55 pm,Anurag,Koi ni bhai .. inn sab cheezo m tabyat nhi dekhi jati .. jb tk h jaan. Kro .. kro kro.. tapa tap tapa tap
18/02/2021,7:57 pm,RED,<Media omitted>
18/02/2021,7:58 pm,Gotiya,<Media omitted>
18/02/2021,8:07 pm,Anurag,<Media omitted>
18/02/2021,8:14 pm,Gotiya,😂😂😂
18/02/2021,8:30 pm,RED,😂😂
19/02/2021,9:31 am,Tosiba,bhai mera weight 74 ho gya
19/02/2021,9:31 am,Tosiba,bc
19/02/2021,9:31 am,Tosiba,😂😂
19/02/2021,9:32 am,Tosiba,4 kg kam ho gya
19/02/2021,9:37 am,Gotiya,<Media omitted>
19/02/2021,9:54 am,RED,Kyu tu b bimar h?
19/02/2021,9:56 am,Tosiba,abey gand k mareez
19/02/2021,9:57 am,RED,Doctor ko dikha bhai kya hua teri gand ko?
19/02/2021,10:26 am,Tosiba,<Media omitted>
19/02/2021,10:26 am,RED,<Media omitted>
19/02/2021,10:26 am,Anurag,Arey bhosdike loda chhod.
19/02/2021,10:27 am,RED,Ye kya bol gya ye @917503478845
19/02/2021,10:27 am,Tosiba,teri gand me sutli bam fodunga  bhsdk
19/02/2021,10:28 am,Anurag,Gaandu bhosdike.
19/02/2021,10:28 am,Tosiba,<Media omitted>
19/02/2021,10:28 am,RED,Dekho bully mt kro
19/02/2021,10:28 am,Tosiba,<Media omitted>
19/02/2021,10:28 am,Tosiba,tu bully kr rha h
19/02/2021,10:28 am,Tosiba,robin ko
19/02/2021,10:28 am,RED,Bully mt kro mujhe posdiwalo
19/02/2021,10:29 am,Tosiba,<Media omitted>
19/02/2021,10:29 am,RED,<Media omitted>
19/02/2021,10:29 am,RED,<Media omitted>
19/02/2021,10:31 am,Tosiba,<Media omitted>
19/02/2021,10:31 am,Tosiba,<Media omitted>
19/02/2021,10:35 am,RED,<Media omitted>
19/02/2021,10:53 am,Anurag,Teri lully kaat dunga bully vale
19/02/2021,10:53 am,Anurag,@919891523326  bhosaad chhod.
19/02/2021,11:01 am,RED,<Media omitted>
19/02/2021,11:05 am,Tosiba,<Media omitted>
19/02/2021,11:10 am,RED,<Media omitted>
19/02/2021,12:02 pm,Gotiya,muuh mei lele
19/02/2021,12:03 pm,Gotiya,<Media omitted>
19/02/2021,12:43 pm,RED,Goku b like tata sala
19/02/2021,12:43 pm,RED,Itna bada tatta
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:00 pm,RED,<Media omitted>
19/02/2021,5:01 pm,RED,You deleted this message
19/02/2021,5:01 pm,RED,Marketing Strats
19/02/2021,5:09 pm,RED,<Media omitted>
19/02/2021,5:09 pm,RED,Help needy People
19/02/2021,5:09 pm,RED,Anurag bolega phele mai
19/02/2021,5:10 pm,RED,<Media omitted>
19/02/2021,5:35 pm,RED,bhosdike vha kyu likh rh ah bc\
19/02/2021,5:35 pm,RED,@919650713357
19/02/2021,5:35 pm,RED,mujhe laga apna group h
19/02/2021,5:35 pm,RED,hatbc
19/02/2021,5:51 pm,Anurag,Hatbc😂
19/02/2021,5:51 pm,Anurag,Same here
19/02/2021,5:54 pm,RED,pagle
21/02/2021,2:44 am,Gotiya,https://youtu.be/0OJIQEWlVnI
21/02/2021,3:33 am,RED,Soja
21/02/2021,3:33 am,RED,Vrna anurag a jayega
21/02/2021,7:58 pm,Anurag,<Media omitted>
21/02/2021,8:00 pm,Gotiya,This message was deleted
21/02/2021,9:15 pm,RED,Blueberry
21/02/2021,9:15 pm,RED,Is love
21/02/2021,9:18 pm,Tosiba,🔥
21/02/2021,9:19 pm,Anurag,Caramel ❤️
21/02/2021,9:19 pm,Gotiya,red velvett❤️
21/02/2021,9:19 pm,Gotiya,bdia h bc finally tum nikle toh
21/02/2021,9:19 pm,RED,Han tushar a gya
21/02/2021,9:20 pm,Gotiya,wrna kisi na kisiko hti hi thi dikkt ki robin ni h anurag ni h... aaj beshak mei ni thaa fir b nikle😂
21/02/2021,9:20 pm,RED,Tu kyu ni aya
21/02/2021,9:24 pm,Gotiya,mne btaya thaa annu ko shaam tk ho jauga free call krde
21/02/2021,9:24 pm,Gotiya,chl koi ni
21/02/2021,9:25 pm,Gotiya,finally tum toh nikle bc
21/02/2021,9:25 pm,Anurag,Chal be terko call kia uske baad
21/02/2021,9:25 pm,Gotiya,😂😂
21/02/2021,9:25 pm,Gotiya,kb??
21/02/2021,9:25 pm,Anurag,Hi nikle they.. mujhe lga late ho jayega
21/02/2021,9:25 pm,Gotiya,3.30 hi toh hui thi baat
21/02/2021,9:25 pm,Gotiya,tb btaya toh thaa ki tu apne noida ka niptale tb tk mei b ho jauga free
21/02/2021,9:26 pm,Anurag,Ok hum 530nikle they
21/02/2021,9:26 pm,Anurag,Mujhe lga tu late ho jayega.. vrna m bol deta isko.
21/02/2021,9:26 pm,Gotiya,han han koi naa bhai
21/02/2021,9:26 pm,Gotiya,next tym sahi
21/02/2021,9:26 pm,Gotiya,weekend last thodi thaa
21/02/2021,9:26 pm,Gotiya,😝😝
21/02/2021,10:43 pm,RED,Mil lenge
21/02/2021,10:43 pm,RED,Milna he padega
21/02/2021,10:44 pm,RED,😂😂 @917503478845
21/02/2021,10:44 pm,RED,Apple pie
21/02/2021,10:44 pm,RED,Ki khoj jari h
21/02/2021,11:05 pm,Tosiba,haa
21/02/2021,11:06 pm,Tosiba,✊🏻
21/02/2021,11:14 pm,RED,next time chalenge harsh a jaio iss bar
21/02/2021,11:29 pm,Gotiya,ok
23/02/2021,8:00 am,Tosiba,<Media omitted>
23/02/2021,8:00 am,Tosiba,Tagore house😂😂
23/02/2021,8:56 am,Anurag,Subhash 😂
23/02/2021,8:57 am,Anurag,Tagore h hi nhi? Usmai. Blue nhi purple tha tagore
23/02/2021,9:45 am,RED,Green
23/02/2021,9:46 am,Tosiba,haa
23/02/2021,9:46 am,Tosiba,Tagore h nhi pic mr
23/02/2021,9:46 am,Tosiba,me
23/02/2021,9:46 am,Tosiba,lajpat
23/02/2021,9:46 am,Tosiba,😂
23/02/2021,9:47 am,RED,😂😂😂 Kasam se naam bhul gya tha
23/02/2021,9:48 am,Tosiba,<Media omitted>
23/02/2021,9:50 am,RED,😂😂😂😂
23/02/2021,12:12 pm,RED,https://www.youtube.com/watch?v=2_KY69w0LQw
23/02/2021,12:13 pm,RED,We can tell kids that
23/02/2021,12:13 pm,RED,we heard the sound of mars for the first time
23/02/2021,12:15 pm,RED,<Media omitted>
26/02/2021,10:07 pm,Tosiba,kal chlna h kya apple pie khane
26/02/2021,10:07 pm,Tosiba,😂
26/02/2021,10:07 pm,Tosiba,ye khtrnak h bhai
26/02/2021,10:07 pm,Anurag,Bhai abhi just office ki party se free hua hu. Ab kl room pe rhunga ..sunday ko chlna h chl lo
26/02/2021,10:09 pm,Tosiba,sunday chal lo
26/02/2021,10:09 pm,Tosiba,koi dikkt ni
